project	timepoint	availability_derate_independent	hyb_stor_cap_availability_derate_independent
Hybrid	208	0.965	0.965
Hybrid	209	0.965	0.965
Hybrid	210	0.965	0.965
Hybrid	211	0.965	0.965
Hybrid	212	0.965	0.965
Hybrid	213	0.965	0.965
Hybrid	214	0.965	0.965
Hybrid	215	0.965	0.965
Hybrid	216	0.965	0.965
Hybrid	217	0.965	0.965
Hybrid	218	0.965	0.965
Hybrid	219	0.965	0.965
Hybrid	220	0.965	0.965
Hybrid	221	0.965	0.965
Hybrid	222	0.965	0.965
Hybrid	223	0.965	0.965
Hybrid	224	0.965	0.965
Hybrid	225	0.965	0.965
Hybrid	226	0.965	0.965
Hybrid	227	0.965	0.965
Hybrid	228	0.965	0.965
Hybrid	229	0.965	0.965
Hybrid	230	0.965	0.965
Hybrid	231	0.965	0.965
Hybrid	232	0.965	0.965
Hybrid	233	0.965	0.965
Hybrid	234	0.965	0.965
Hybrid	235	0.965	0.965
Hybrid	236	0.965	0.965
Hybrid	237	0.965	0.965
Hybrid	238	0.965	0.965
Hybrid	239	0.965	0.965
Hybrid	240	0.965	0.965
Hybrid	241	0.965	0.965
Hybrid	242	0.965	0.965
Hybrid	243	0.965	0.965
Hybrid	244	0.965	0.965
Hybrid	245	0.965	0.965
Hybrid	246	0.965	0.965
Hybrid	247	0.965	0.965
Hybrid	248	0.965	0.965
Hybrid	249	0.965	0.965
Hybrid	250	0.965	0.965
Hybrid	251	0.965	0.965
Hybrid	252	0.965	0.965
Hybrid	253	0.965	0.965
Hybrid	254	0.965	0.965
Hybrid	255	0.965	0.965
Hybrid	256	0.965	0.965
Hybrid	257	0.965	0.965
Hybrid	258	0.965	0.965
Hybrid	259	0.965	0.965
Hybrid	260	0.965	0.965
Hybrid	261	0.965	0.965
Hybrid	262	0.965	0.965
Hybrid	263	0.965	0.965
Hybrid	264	0.965	0.965
Hybrid	265	0.965	0.965
Hybrid	266	0.965	0.965
Hybrid	267	0.965	0.965
Hybrid	268	0.965	0.965
Hybrid	269	0.965	0.965
Hybrid	270	0.965	0.965
Hybrid	271	0.965	0.965
Hybrid	272	0.965	0.965
Hybrid	273	0.965	0.965
Hybrid	274	0.965	0.965
Hybrid	275	0.965	0.965
Hybrid	276	0.965	0.965
Hybrid	277	0.965	0.965
Hybrid	278	0.965	0.965
Hybrid	279	0.965	0.965
Hybrid	280	0.965	0.965
Hybrid	281	0.965	0.965
Hybrid	282	0.965	0.965
Hybrid	283	0.965	0.965
Hybrid	284	0.965	0.965
Hybrid	285	0.965	0.965
Hybrid	286	0.965	0.965
Hybrid	287	0.965	0.965
Hybrid	288	0.965	0.965
Hybrid	289	0.965	0.965
Hybrid	290	0.965	0.965
Hybrid	291	0.965	0.965
Hybrid	292	0.965	0.965
Hybrid	293	0.965	0.965
Hybrid	294	0.965	0.965
Hybrid	295	0.965	0.965
Hybrid	296	0.965	0.965
Hybrid	297	0.965	0.965
Hybrid	298	0.965	0.965
Hybrid	299	0.965	0.965
Hybrid	300	0.965	0.965
Hybrid	301	0.965	0.965
Hybrid	302	0.965	0.965
Hybrid	303	0.965	0.965
Hybrid	304	0.965	0.965
Hybrid	305	0.965	0.965
Hybrid	306	0.965	0.965
Hybrid	307	0.965	0.965
Hybrid	308	0.965	0.965
Hybrid	309	0.965	0.965
Hybrid	310	0.965	0.965
Hybrid	311	0.965	0.965
Hybrid	312	0.965	0.965
Hybrid	313	0.965	0.965
Hybrid	314	0.965	0.965
Hybrid	315	0.965	0.965
Hybrid	316	0.965	0.965
Hybrid	317	0.965	0.965
Hybrid	318	0.965	0.965
Hybrid	319	0.965	0.965
Hybrid	320	0.965	0.965
Hybrid	321	0.965	0.965
Hybrid	322	0.965	0.965
Hybrid	323	0.965	0.965
Hybrid	324	0.965	0.965
Hybrid	325	0.965	0.965
Hybrid	326	0.965	0.965
Hybrid	327	0.965	0.965
Hybrid	328	0.965	0.965
Hybrid	329	0.965	0.965
Hybrid	330	0.965	0.965
Hybrid	331	0.965	0.965
Hybrid	332	0.965	0.965
Hybrid	333	0.965	0.965
Hybrid	334	0.965	0.965
Hybrid	335	0.965	0.965
Hybrid	336	0.965	0.965
