load_scenario_id,load_zone,stage_id,timepoint,load_mw
1,Zone2,1,20200123,752
1,Zone2,1,20200124,728
1,Zone2,1,20200201,940
1,Zone2,1,20200202,920
1,Zone2,1,20200203,903
1,Zone2,1,20200204,894
1,Zone2,1,20200205,889
1,Zone2,1,20200206,888
1,Zone2,1,20200207,890
1,Zone2,1,20200208,894
1,Zone2,1,20200209,897
1,Zone2,1,20200210,902
1,Zone2,1,20200211,908
1,Zone2,1,20200212,916
1,Zone2,1,20200213,926
1,Zone2,1,20200214,933
1,Zone2,1,20200215,938
1,Zone2,1,20200216,940
1,Zone2,1,20200217,938
1,Zone2,1,20200218,945
1,Zone2,1,20200219,956
1,Zone2,1,20200220,968
1,Zone2,1,20200221,981
1,Zone2,1,20200222,991
1,Zone2,1,20200223,989
1,Zone2,1,20200224,979
1,Zone2,1,20250101,1092
1,Zone2,1,20250102,1066
1,Zone2,1,20250103,1069
1,Zone2,1,20250104,1078
1,Zone2,1,20250105,1106
1,Zone2,1,20250106,1149
1,Zone2,1,20250107,1198
1,Zone2,1,20250108,1246
1,Zone2,1,20250109,1283
1,Zone2,1,20250110,1306
1,Zone2,1,20250111,1306
1,Zone2,1,20250112,1294
1,Zone2,1,20250113,1273
1,Zone2,1,20250114,1252
1,Zone2,1,20250115,1233
1,Zone2,1,20250116,1227
1,Zone2,1,20250117,1235
1,Zone2,1,20250118,1244
1,Zone2,1,20250119,1244
1,Zone2,1,20250120,1232
1,Zone2,1,20250121,1209
1,Zone2,1,20250122,1170
1,Zone2,1,20250123,1127
1,Zone2,1,20250124,1092
1,Zone2,1,20250201,1410
1,Zone2,1,20250202,1379
1,Zone2,1,20250203,1354
1,Zone2,1,20250204,1341
1,Zone2,1,20250205,1334
1,Zone2,1,20250206,1332
1,Zone2,1,20250207,1335
1,Zone2,1,20250208,1341
1,Zone2,1,20250209,1345
1,Zone2,1,20250210,1353
1,Zone2,1,20250211,1362
1,Zone2,1,20250212,1374
1,Zone2,1,20250213,1388
1,Zone2,1,20250214,1399
1,Zone2,1,20250215,1408
1,Zone2,1,20250216,1410
1,Zone2,1,20250217,1407
1,Zone2,1,20250218,1417
1,Zone2,1,20250219,1434
1,Zone2,1,20250220,1452
1,Zone2,1,20250221,1471
1,Zone2,1,20250222,1487
1,Zone2,1,20250223,1483
1,Zone2,1,20250224,1469
