load_scenario_id,load_zone,stage_id,timepoint,load_mw
2,Zone2,1,20200123,902.4
2,Zone2,1,20200124,873.6
2,Zone2,1,20200201,1128
2,Zone2,1,20200202,1104
2,Zone2,1,20200203,1083.6
2,Zone2,1,20200204,1072.8
2,Zone2,1,20200205,1066.8
2,Zone2,1,20200206,1065.6
2,Zone2,1,20200207,1068
2,Zone2,1,20200208,1072.8
2,Zone2,1,20200209,1076.4
2,Zone2,1,20200210,1082.4
2,Zone2,1,20200211,1089.6
2,Zone2,1,20200212,1099.2
2,Zone2,1,20200213,1111.2
2,Zone2,1,20200214,1119.6
2,Zone2,1,20200215,1125.6
2,Zone2,1,20200216,1128
2,Zone2,1,20200217,1125.6
2,Zone2,1,20200218,1134
2,Zone2,1,20200219,1147.2
2,Zone2,1,20200220,1161.6
2,Zone2,1,20200221,1177.2
2,Zone2,1,20200222,1189.2
2,Zone2,1,20200223,1186.8
2,Zone2,1,20200224,1174.8
2,Zone2,1,20250101,1310.4
2,Zone2,1,20250102,1279.2
2,Zone2,1,20250103,1282.8
2,Zone2,1,20250104,1293.6
2,Zone2,1,20250105,1327.2
2,Zone2,1,20250106,1378.8
2,Zone2,1,20250107,1437.6
2,Zone2,1,20250108,1495.2
2,Zone2,1,20250109,1539.6
2,Zone2,1,20250110,1567.2
2,Zone2,1,20250111,1567.2
2,Zone2,1,20250112,1552.8
2,Zone2,1,20250113,1527.6
2,Zone2,1,20250114,1502.4
2,Zone2,1,20250115,1479.6
2,Zone2,1,20250116,1472.4
2,Zone2,1,20250117,1482
2,Zone2,1,20250118,1492.8
2,Zone2,1,20250119,1492.8
2,Zone2,1,20250120,1478.4
2,Zone2,1,20250121,1450.8
2,Zone2,1,20250122,1404
2,Zone2,1,20250123,1352.4
2,Zone2,1,20250124,1310.4
2,Zone2,1,20250201,1692
2,Zone2,1,20250202,1654.8
2,Zone2,1,20250203,1624.8
2,Zone2,1,20250204,1609.2
2,Zone2,1,20250205,1600.8
2,Zone2,1,20250206,1598.4
2,Zone2,1,20250207,1602
2,Zone2,1,20250208,1609.2
2,Zone2,1,20250209,1614
2,Zone2,1,20250210,1623.6
2,Zone2,1,20250211,1634.4
2,Zone2,1,20250212,1648.8
2,Zone2,1,20250213,1665.6
2,Zone2,1,20250214,1678.8
2,Zone2,1,20250215,1689.6
2,Zone2,1,20250216,1692
2,Zone2,1,20250217,1688.4
2,Zone2,1,20250218,1700.4
2,Zone2,1,20250219,1720.8
2,Zone2,1,20250220,1742.4
2,Zone2,1,20250221,1765.2
2,Zone2,1,20250222,1784.4
2,Zone2,1,20250223,1779.6
2,Zone2,1,20250224,1762.8
