temporal_scenario_id,subproblem_id,horizon,balancing_type_horizon,period,boundary
1,1,2020140,day,2020,circular
1,1,2020141,day,2020,circular
1,1,2020142,day,2020,circular
1,1,2020143,day,2020,circular
1,1,2020144,day,2020,circular
1,1,2020145,day,2020,circular
1,1,2020146,day,2020,circular
1,1,2020147,day,2020,circular
1,1,2020148,day,2020,circular
1,1,2020149,day,2020,circular
1,1,2020150,day,2020,circular
1,1,2020151,day,2020,circular
1,1,2020152,day,2020,circular
1,1,2020153,day,2020,circular
1,1,2020154,day,2020,circular
1,1,2020155,day,2020,circular
1,1,2020156,day,2020,circular
1,1,2020157,day,2020,circular
1,1,2020158,day,2020,circular
1,1,2020159,day,2020,circular
1,1,2020160,day,2020,circular
1,1,2020161,day,2020,circular
1,1,2020162,day,2020,circular
1,1,2020163,day,2020,circular
1,1,2020164,day,2020,circular
1,1,2020165,day,2020,circular
1,1,2020166,day,2020,circular
1,1,2020167,day,2020,circular
1,1,2020168,day,2020,circular
1,1,2020169,day,2020,circular
1,1,2020170,day,2020,circular
1,1,2020171,day,2020,circular
1,1,2020172,day,2020,circular
1,1,2020173,day,2020,circular
1,1,2020174,day,2020,circular
1,1,2020175,day,2020,circular
1,1,2020176,day,2020,circular
1,1,2020177,day,2020,circular
1,1,2020178,day,2020,circular
1,1,2020179,day,2020,circular
1,1,2020180,day,2020,circular
1,1,2020181,day,2020,circular
1,1,2020182,day,2020,circular
1,1,2020183,day,2020,circular
1,1,2020184,day,2020,circular
1,1,2020185,day,2020,circular
1,1,2020186,day,2020,circular
1,1,2020187,day,2020,circular
1,1,2020188,day,2020,circular
1,1,2020189,day,2020,circular
1,1,2020190,day,2020,circular
1,1,2020191,day,2020,circular
1,1,2020192,day,2020,circular
1,1,2020193,day,2020,circular
1,1,2020194,day,2020,circular
1,1,2020195,day,2020,circular
1,1,2020196,day,2020,circular
1,1,2020197,day,2020,circular
1,1,2020198,day,2020,circular
1,1,2020199,day,2020,circular
1,1,2020200,day,2020,circular
1,1,2020201,day,2020,circular
1,1,2020202,day,2020,circular
1,1,2020203,day,2020,circular
1,1,2020204,day,2020,circular
1,1,2020205,day,2020,circular
1,1,2020206,day,2020,circular
1,1,2020207,day,2020,circular
1,1,2020208,day,2020,circular
1,1,2020209,day,2020,circular
1,1,2020210,day,2020,circular
1,1,2020211,day,2020,circular
1,1,2020212,day,2020,circular
1,1,2020213,day,2020,circular
1,1,2020214,day,2020,circular
1,1,2020215,day,2020,circular
1,1,2020216,day,2020,circular
1,1,2020217,day,2020,circular
1,1,2020218,day,2020,circular
1,1,2020219,day,2020,circular
1,1,2020220,day,2020,circular
1,1,2020221,day,2020,circular
1,1,2020222,day,2020,circular
1,1,2020223,day,2020,circular
1,1,2020224,day,2020,circular
1,1,2020225,day,2020,circular
1,1,2020226,day,2020,circular
1,1,2020227,day,2020,circular
1,1,2020228,day,2020,circular
1,1,2020229,day,2020,circular
1,1,2020230,day,2020,circular
1,1,2020231,day,2020,circular
1,1,2020232,day,2020,circular
1,1,2020233,day,2020,circular
1,1,2020234,day,2020,circular
1,1,2020235,day,2020,circular
1,1,2020236,day,2020,circular
1,1,2020237,day,2020,circular
1,1,2020238,day,2020,circular
1,1,2020239,day,2020,circular
1,1,2020240,day,2020,circular
1,1,2020241,day,2020,circular
1,1,2020242,day,2020,circular
1,1,2020243,day,2020,circular
1,1,2020244,day,2020,circular
1,1,2020245,day,2020,circular
1,1,2020246,day,2020,circular
1,1,2020247,day,2020,circular
1,1,2020248,day,2020,circular
1,1,2020249,day,2020,circular
1,1,2020250,day,2020,circular
1,1,2020251,day,2020,circular
1,1,2020252,day,2020,circular
1,1,2020253,day,2020,circular
1,1,2020254,day,2020,circular
1,1,2020255,day,2020,circular
1,1,2020256,day,2020,circular
1,1,2020257,day,2020,circular
1,1,2020258,day,2020,circular
1,1,2020259,day,2020,circular
1,1,2020260,day,2020,circular
1,1,2020261,day,2020,circular
1,1,2020262,day,2020,circular
1,1,2020263,day,2020,circular
1,1,2020264,day,2020,circular
1,1,2020265,day,2020,circular
1,1,2020266,day,2020,circular
1,1,2020267,day,2020,circular
1,1,2020268,day,2020,circular
1,1,2020269,day,2020,circular
1,1,2020270,day,2020,circular
1,1,2020271,day,2020,circular
1,1,2020272,day,2020,circular
1,1,2020273,day,2020,circular
1,1,2020274,day,2020,circular
1,1,2020275,day,2020,circular
1,1,2020276,day,2020,circular
1,1,2020277,day,2020,circular
1,1,2020278,day,2020,circular
1,1,2020279,day,2020,circular
1,1,2020280,day,2020,circular
1,1,2020281,day,2020,circular
1,1,2020282,day,2020,circular
1,1,2020283,day,2020,circular
1,1,2020284,day,2020,circular
1,1,2020285,day,2020,circular
1,1,2020286,day,2020,circular
1,1,2020287,day,2020,circular
1,1,2020288,day,2020,circular
1,1,2020289,day,2020,circular
1,1,2020290,day,2020,circular
1,1,2020291,day,2020,circular
1,1,2020292,day,2020,circular
1,1,2020293,day,2020,circular
1,1,2020294,day,2020,circular
1,1,2020295,day,2020,circular
1,1,2020296,day,2020,circular
1,1,2020297,day,2020,circular
1,1,2020298,day,2020,circular
1,1,2020299,day,2020,circular
1,1,2020300,day,2020,circular
1,1,2020301,day,2020,circular
1,1,2020302,day,2020,circular
1,1,2020303,day,2020,circular
1,1,2020304,day,2020,circular
1,1,2020305,day,2020,circular
1,1,2020306,day,2020,circular
1,1,2020307,day,2020,circular
1,1,2020308,day,2020,circular
1,1,2020309,day,2020,circular
1,1,2020310,day,2020,circular
1,1,2020311,day,2020,circular
1,1,2020312,day,2020,circular
1,1,2020313,day,2020,circular
1,1,2020314,day,2020,circular
1,1,2020315,day,2020,circular
1,1,2020316,day,2020,circular
1,1,2020317,day,2020,circular
1,1,2020318,day,2020,circular
1,1,2020319,day,2020,circular
1,1,2020320,day,2020,circular
1,1,2020321,day,2020,circular
1,1,2020322,day,2020,circular
1,1,2020323,day,2020,circular
1,1,2020324,day,2020,circular
1,1,2020325,day,2020,circular
1,1,2020326,day,2020,circular
1,1,2020327,day,2020,circular
1,1,2020328,day,2020,circular
1,1,2020329,day,2020,circular
1,1,2020330,day,2020,circular
1,1,2020331,day,2020,circular
1,1,2020332,day,2020,circular
1,1,2020333,day,2020,circular
1,1,2020334,day,2020,circular
1,1,2020335,day,2020,circular
1,1,2020336,day,2020,circular
1,1,2020337,day,2020,circular
1,1,2020338,day,2020,circular
1,1,2020339,day,2020,circular
1,1,2020340,day,2020,circular
1,1,2020341,day,2020,circular
1,1,2020342,day,2020,circular
1,1,2020343,day,2020,circular
1,1,2020344,day,2020,circular
1,1,2020345,day,2020,circular
1,1,2020346,day,2020,circular
1,1,2020347,day,2020,circular
1,1,2020348,day,2020,circular
1,1,2020349,day,2020,circular
1,1,2020350,day,2020,circular
1,1,2020351,day,2020,circular
1,1,2020352,day,2020,circular
1,1,2020353,day,2020,circular
1,1,2020354,day,2020,circular
1,1,2020355,day,2020,circular
1,1,2020356,day,2020,circular
1,1,2020357,day,2020,circular
1,1,2020358,day,2020,circular
1,1,2020359,day,2020,circular
1,1,2020360,day,2020,circular
1,1,2020361,day,2020,circular
1,1,2020362,day,2020,circular
1,1,2020363,day,2020,circular
1,1,2020364,day,2020,circular
1,1,2020365,day,2020,circular
